runId;iteration;rides;wait_average;wait_max;wait_p95;wait_p75;wait_median;inVehicleTravelTime_mean;distance_m_mean;directDistance_m_mean;totalTravelTime_mean;rejections;rejectionRate
car-case;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN
